_1.365,_0.7588,0.33435,1.716,0.18766,0.1467,0.3831,0.8449,_0.7469,0.9075,_1.864,2.154,_0.0745,_1.577,2.266,_0.1606,1.223,_0.2062,_0.26448,2.425,4.235,_0.2423,_1.988,1.611,_0.9822,_2.336,_0.7156,_0.6364,1.891,_0.4032,_0.3697
1.326,0.7905,0.9121,_1.25,_0.2763,0.099,_0.3355,0.7492,0.1989,_0.4141,_2.668,_0.4673,_1.285,_1.635,_0.6535,0.343,_1.12,0.6716,0.8521,0.00708000000000002,_0.448,_0.5414,1.024,_1.05,_0.1788,0.7691,_0.203,_0.6901,_0.7592,_0.562,_0.5597
0.8714,_0.1499,0.4769,_0.3095,_0.3741,_0.6511,_0.4046,0.3261,1.006,_1.469,_2.142,0.2828,_1.484,_1.541,_0.1002,0.5545,_1.143,1.031,0.6582,_0.1266,_0.6509,_0.4584,_0.0666,_0.3255,_0.7872,_0.4021,_0.4192,_1.077,_0.9778,_0.1386,0.1341
2.78,1.204,0.8467,_2.468,_0.517,_3.063,_0.7136,_0.2651,2.829,0.20867,_2.708,0.7568,_1.426,_0.84553,_0.0135,0.994,_1.023,0.6324,1.084,_0.1427,_0.10876,_0.15861,0.4627,_0.8031,_0.37435,_0.2342,_1.507,_0.8778,_0.2737,0.0941,0.2207
0.9354,1.121,1.569,_3.912,_0.707975,_1.626,_0.4977,1.585,1.741,_0.0464,_2.683,_0.1983,_1.70422857142857,_4.699,_0.6953,_0.1819,_1.946,2.054,0.8846125,0.5425,0.4041,_1.518,_1.389,0.5576,_0.4603,_0.35905,_0.6905,_1.565,_0.5593,_0.2983,_0.2168
1.074,0.7455,1.819,_4.032,_0.54926,_1.397,_0.6574,1.808,1.974,0.0565,_2.569,_0.1161,_1.119675,_3.664,0.0405,_0.276,_2.554,1.389,0.446233333333333,0.2699,_0.0138,_1.548,_0.492,0.9089,_0.8331,_0.2441,_0.1273,_1.306,_0.357,0.0222,0.466
0.3554,0.807,1.386,_1.895,_0.11635,0.5102,_0.3008,0.7713,1.688,0.5234,_1.823,_0.4916,_1.52708571428571,_2.444,_0.5935,_0.7473,_1.244,1.227,0.8196,_0.0509,0.2383,_0.3079,_0.4697,_0.22653,_1.14,_0.4806,_0.84801,_1.951,_0.7617,_0.3579,_0.0395
0.6422,0.7604,1.319,_1.737,_1.378,_0.2356,_0.5218,1.388,1.064,0.1681,_1.746,_0.8759,_3.246,_1.77,_0.2478,0.0238,_2.159,1.784,1.077,0.3492,_0.0073,_1.159,_0.6629,0.2671,_1.095,_0.6618,_0.572,_1.11,_0.8873,_0.3695,_0.0757
0.8501,2.822,3.374,_0.5993,_0.9658,_0.7315,_0.6021,1.314,0.1345,_0.2382,_1.569,0.4477,_1.22217,_3.083,_1.277,1.38,_1.955,0.5678,0.1284,1.27,2.081,_0.899,1.48,_0.8121,_1.56,0.6456,_1.503,_1.224,_0.4626,_0.1191,_0.6515
0.6492,0.057,_0.3151,0.3939,_0.2184,0.2019,0.1322,_0.6785,_0.23106,0.1826,_2.017,_0.4761,_1.323,_0.6339,_0.6774,_0.567,_2.794,1.509,1.611,0.6569,0.5469,_0.5147,_0.7451,_0.4763,0.3137,_1.042,_0.4747,_0.0277,_0.147,0.42657,0.8588
0.7511,0.0505,0.0721,0.0185,0.340288888888889,0.472,0.5662,1.636,0.5587,0.5744,_3.123,_1.315,_0.8747625,_0.1195,_0.9392,0.1962,_0.6136,_0.07,0.647366666666667,0.336,0.4603,0.1876,_0.8663,_0.3727,_3.31,_2.992,_2.294,_3.947,_1.988,1.807,1.241
0.6294,0.4436,0.2671,0.3187,_0.09063,0.2518,_0.4402,0.4286,0.2374,0.286,_2.368,_1.069,_1.39844,_0.5381,_0.6247,0.27,_0.7715,1.46,0.78674,_0.0833,1.003,1.192,_0.7462,_0.4278,_1.379,_1.305,_0.7292,_2.243,_0.211,0.8312,0.2321
2.143,0.7292,0.7155,_1.139,_1.217,1.048,1.36,_0.5818,0.2618,0.4008,_0.8466,_0.0466,_2.469,_0.6054,_1.132,_1.669,0.4297,1.809,3.031,_1.077,_0.3725,_0.5216,_0.6865,_0.2327,_1.218,_0.773,_1.546,_4.455,_2.658,_0.937533333333333,_1.079
0.9532,0.4728,0.4872,_0.0387,_0.8541,0.3169,0.3188,_0.7831,0.416,0.463,_0.0236,_0.1374,_1.386,_0.8551,_0.9078,_1.221,_0.4811,0.5394,1.905,_0.4626,_0.161,_0.2156,_0.1632,_0.4034,_0.8349,_1.339,_1.021,_1.277,_0.4587,0.144,_0.0636
1.67,_1.768,_2.159,3.054,_1.65,_0.9194,_1.022,_2.429,_0.2534,_0.964,_0.5745,0.07397,_2.401,_1.681,1.658,1.014,_0.6037,2.364,3.618,1.768,1.999,0.558,_2.306,0.2586,_0.78781,_0.2117,_2.509,_2.494,_3.644,2.178,1.285
2.263,1.221,2.625,0.8767,2.531,_0.0434,0.8614,_1.327,1.359,0.8623,0.032,_2.994,_4.574,_0.9172,_0.8149,1.379,_2.88,1.012,0.0043,1.786,1.446,1.839,0.4039,0.5686,_0.4959,_2.093,_1.372,_3.792,_1.574,_1.221,_0.545
1.221,0.0779,0.4314,0.9739,0.8274,_0.9983,_1.182,_1.032,0.5025,_0.5268,_0.4391,_1.814,_1.137,_1.525,0.0122,0.1381,_0.3269,0.9896,0.9995,_0.2192,0.3764,0.4373,0.4876,_0.3224,_0.5143,_0.8346,_0.1031,_1.254,_1.036,_0.4131,_0.6477
0.6895,_0.3308,_0.0975,_0.5368,0.9406,_1.687,_1.167,_1.033,_1.173,_1.097,1.466,0.0913444444444444,_0.541,_0.6312,_0.4163,_0.038,_1.069,1.232,1.476,0.2314,0.8682,0.9308,_1.003,_0.7755,_1.444,_1.004,_1.625,_0.5947,_0.6862,0.3906,0.655
_0.4016,0.2221,0.9341,_0.4056,_0.9014,_2.479,_2.617,_0.9815,_0.5397,_1.049,0.9882,_1.484,_0.6259,_0.573,_0.051,_0.2366,_1.514,1.51,0.9475,1.372,1.355,0.3385,_0.7169,_0.6446,_0.0579,_0.2647,_0.3017,_0.39201,_1.324,_0.4317,_0.2054
_0.7687,_0.0482,0.1188,_2.491,_0.3203,_0.4175,_1.1,_0.828,0.3719,_0.4203,_1.018,_0.7325,_1.0123,_0.9017,_0.1707,_0.0684,_0.8992,1.148,0.9702,_0.5686,9e_04,0.4111,0.168,_0.6613,_0.162,0.8185,0.7419,0.3224,_0.6325,0.6811,0.7885
_1.16,_0.2992,0.151,_1.558,0.055,_0.2752,_0.046,_1.055,_0.1921,_0.892,_2.353,_0.8158,_1.01261,_1.135,0.254,0.1769,_1.662,1.827,1.764,_0.111,_0.1359,0.9038,_1.262,_0.7554,0.0566,_0.4006,_0.0151,0.0574,_0.8465,0.9136,0.3977
_0.1362,_0.0627,0.7702,_1.123,_1.407,0.2657,_0.5422,_0.73,0.7299,0.0708,_1.364,0.4403,_2.351,_0.6879,_0.2191,0.2348,_0.4228,1.533,_0.34438,0.0545,_0.6868,0.1841,_0.3753,_0.6858,0.1344,0.6712,1.212,0.253,_0.22,0.3541,0.6143
_1.575,_0.5119,0.5128,_1.318,_0.3317,_0.2735,_0.3435,_1.409,0.9404,_0.0443,_2.648,_0.4747,_3.982,_0.5055,0.0437,0.2745,_1.257,2.002,0.1642,_0.0056,_0.4346,0.5636,_0.8348,_0.6496,_0.3239,0.358,0.8229,0.2144,_0.1939,0.4938,1.299
_1.397,_0.4582,0.1739,_0.16993,_0.16939,_0.5134,_0.858,_0.2198,0.7394,0.0076,_3.157,_0.1329,_0.95543,_0.53282,_0.3242,_0.6468,_1.563,1.809,0.9519,_0.6674,_0.18662,1.121,_1.014,_1.231,1.416,0.1413,1.337,1.019,_0.5427,0.452366666666667,1.278
_1.381,_0.1294,_0.9139,_0.65488,_0.34715,_0.0597,_0.3181,_0.7433,_0.13308,_0.0598,_1.324,_0.355,_1.418,_2.916,0.3777,0.305,_1.518,1.587,0.6023,_0.4424,_0.2864,0.8634,_0.7997,_0.9359,1.909,0.3969,1.52,0.9703,0.184,0.565155555555556,0.7179
_1.08,_0.2421,_0.3656,_0.1967,_0.2985,_0.947,_1.018,_0.7175,0.4471,0.6825,_2.507,_0.5448,_2.583,_2.355,_0.5877,0.8538,_0.4037,1.028,_0.2287,0.8376,_0.4627,_0.2142,0.634,0.0431,0.3028,0.2174,0.0362,0.1534,_0.2582,0.7056,0.4281
_1.564,_1.019,_1.253,_2.198,_0.8565,0.566,_0.3482,_0.335,_0.7175,_1.497,_2.899,_1.059,_2.754,_2.374,1.379,1.228,_0.1923,2.374,_0.2171,2.154,2.097,_2.083,_2.997,1.208,_1.509,_0.0487,_1.986,_2.076,_1.222,0.3959,_0.3338
_0.1611,_0.9289,0.0258,2.444,_0.8006,_1.399,_1.128,_2.043,_0.7994,_0.3199,0.1065,_0.6157,_1.958,_1.637,_0.1925,1.175,_0.6779,0.9565,_0.0077,0.678,0.14585,_1.146,_0.4202,_0.7163,_0.4914,_0.8735,_0.46,_0.209,_1.007,0.5934,0.1076
1.323,_2.87,_1.5029,_1.727,_2.209,1.324,_1.139,1.049,_0.5925,_2.407,_1.264,0.174,_1.833,_2.226,_0.9606,_1.489,1.741,_0.1902,_1.103,_1.759,_0.9676,_1.241,_1.782,_1.263,_1.49,_1.48596,_1.06577,_1.60687,_1.80071,_1.34,_1.545
0.6709,_2.611,_1.961,0.767,_1.29,_0.7937,_0.2946,0.1187,0.6431,_1.373,_0.11653,_0.7164,_0.7812,_0.3423,_0.7751,_0.3901,0.5053,0.1855,0.1384,0.1848,1.4628,1.864,0.09,_0.2059,_1.61411111111111,_0.4145,_2.303,_3.027,_1.306,_1.276,_0.8918
_0.5041,_0.3424,_2.965,_1.309,_2.48,_1.543,_2.317,_1.323,_0.99875,_1.75,_0.52917,_3.249,_2.118,_0.84396,0.6448,0.2598,_0.82556,1.373,0.2193,_1.2,0.4858,0.611933333333333,_0.62,1.958,_0.217477777777778,0.00717999999999999,_0.5018,_1.994,0.6191,0.72,_0.5292
0.494711111111111,0.1005,_1.373,0.1881,_0.27301,_0.6068,_1.434,_0.8127,0.1664,_1.146,_0.79466,_1.388,_0.4366,_1.143,_0.017,0.2246,_0.7037,0.862,0.2638,_1.178,_0.01292,0.58203,_1.009,1.25,_1.291,1.692,_0.2479,0.08535,_0.9794,_0.0017,_0.2697
_2.366,_1.427,_1.855,_0.2921,_0.7588375,_0.43125,_1.275,_0.37954,_0.60468,_1.125,_3.95,_1.554,_2.356,_1.121,_0.3323,1.744,_1.948,1.441,2.841,_0.1705,_0.3944,_2.939,_0.9523,_0.989,_1.623,_2.01,_0.83508,_1.912,0.8758,_0.62562,_1.512
_0.6533,_1.399,_1.597,_1.06964,_1.677,0.2238,_1.18137,_0.55702,_4.79,_1.237,_1.549,_2.193,_3.353,_1.712,_0.563,1.943,_1.309,2.557,2.028,_0.2952,0.110377777777778,_0.8315,_0.7793,_0.65541,_1.30782,_4.774,_2.31,_1.376,1.417,_2.442,_0.5746
0.19506,_0.4367,_1.027,_1.306,_0.314075,_0.6883,_0.7463,_0.7209,_0.49455,0.4558,0.1497,_1.043,_0.434185714285714,_0.1866,0.8795,_0.3221,0.8235,1.296,0.93297,0.1888,0.1803,_0.5588,_0.8559,_0.9842,_1.007,_0.7309,_1.102,_2.556,_0.6039,_0.80917,_0.9323
0.0559,_0.5661,_0.7021,_1.481,_0.0245777777777778,_0.5393,_0.7331,_0.7312,_0.5506,0.7967,0.3065,_0.8546,_0.2303,_0.3482,0.089,_0.4101,1.149,0.827,1.472,_0.2108,_0.2358,_1.881,_0.4312,_0.9978,_0.5031,_1.094,_1.225,_0.6355,_0.0462,_0.5216,_0.3165
_0.1201,0.2362,_1.117,_3.175,_2.142,_0.0506,_0.4023,_1.323,_1.439,1.343,0.4892,_0.8919,_0.956,_1.404,0.9628,_0.0034,1.512,2.081,1.599,_1.421,_1.375,_1.864,_0.0106,_1.661,_1.862,_0.8832,_1.765,_1.296,0.4666,_2.454,_2.086
0.068,_0.7683,_0.2976,_0.6879,_0.319471428571429,_0.7542,_0.1202,_0.587,_0.6581,_0.2721,0.0015,_0.5563,0.2856,_0.2206,0.4958,_0.0597,0.1851,0.7795,0.271,0.4692,0.6858,_0.973,_0.8225,_0.8482,_0.1426,_1.41,_1.218,_0.2445,0.0737,0.347,_1.699
0.8928,_0.7732,_0.5959,_1.694,_1.557,_1.723,_0.9383,1.237,_0.65175,_1.195,_1.692,0.6861,_3.288,_2.354,2.59,_0.2335,_0.8966,2.835,0.2931,_1.006,0.02208,0.688677777777778,_0.2906,_0.1212,_1.0010375,_3.331,_1.507,_0.4708,_0.4837,_0.634977777777778,_1.474
_0.5684,_0.1732,0.4311,_0.291355555555555,_0.8522,_0.5527,_0.747,_0.3821,_0.8049,_0.2302,_1.827,0.49,_0.8677,_0.8972,0.8773,0.9575,_0.4618,1.686,_0.8321,_1.125,_0.423,0.36936,_0.6619,_0.9979,0.167,_0.4586,_0.2368,0.1987,_1.061,_0.354588888888889,_1.229
0.5274,_0.0228,0.7454,_1.999,_1.19,2.018,1.954,0.7944,_1.718,_1.466,_1.111,_0.06375,_1.667,_1.574,_1.6,_0.1803,0.4251,1.904,1.304,_1.382,_1.596,_2.315,0.7072,_1.824,_0.781533333333333,_1,_1.442,_1.637,_1.92,_2.495,_2.296
1.727,_0.1931,0.747,_1.856,_1.095,_2.679,_0.96513,_2.302,_1.381,_1.347,_0.8143,0.0048,_2.147,_1.578,_0.3353,1.506,0.1226,2.202,_0.332,1.596,_2.232,0.77791,_1.924,_0.1284,_1.684,_0.4591,_2.408,_0.851,_2.405,_0.2322,0.6526
_0.6964,_0.9475,_1.45464,_1.753,_1.054,_2.214,_1.752,_1.036,_1.105,_0.9065,_0.9985,0.136588888888889,_1.995,_2.084,_0.0437,0.3917,_0.9393,1.446,2.328,1.293,0.2259,_0.9247,_2.779,0.6546,_1.7418375,_3.237,_1.433,_2.767,_1.9661,1.175,1.376
0.34034,_0.1636,_0.3906,_0.1011,_0.6925,_0.2178,_0.9203,_0.7917,_0.47203,_0.1629,_0.44258,_0.7528,_1.656,_0.2449,0.004,0.5644,_0.4328,1.385,_0.2686,_0.0171,0.473444444444444,0.493577777777778,_1.658,_0.0216,_0.4076,_2.413,_0.8329,_1.318,_1.483,1.53,0.1669
_0.6519,0.2427,0.19535,_1.537,_0.3921,_0.6362,_0.793,_0.6204,_0.7338,_0.8655,_0.6789,_0.556325,_1.314,_0.8002,_0.462,0.5161,_0.1572,1.021,_0.4082,_0.5076,_0.6292,0.4353,_0.8734,_0.6008,_0.390011111111111,_1.068,_0.8203,0.00936,_1.31,0.5352,0.636
0.8358,_0.4053,_0.1351,_0.5834,_0.0541,_1.373,_1.196,_0.9317,_0.0883,1.049,_1.139,_0.5373,_1.898,_2.06,_0.2837,0.0815,0.1853,1.493,1.024,0.5242,0.8011,0.9002,_0.3759,0.5689,_0.6868,_1.345,_2.071,_1.171,_2.858,_0.03,0.3725
1.683,_0.337,0.6426,_0.3637,_0.5503,_0.9324,_0.7274,0.008,_0.4101,0.5227,_1.716,_0.5628,_0.5519,_0.2442,0.6463,0.1478,_1.776,_0.5152,_0.1505,0.2,_0.9129,0.7841,0.3265,_0.6203,_0.0131,_0.7949,_1.103,_0.5092,_2.083,_0.2658,0.0215
2.02,0.0786,0.1458,_0.153255555555556,_0.2882,_1.101,_1.004,0.0112,0.1257,0.5752,_1.76,_0.4449,_0.8549,_0.7773,0.3354,0.0471,_1.373,0.9185,_0.6622,0.2102,_0.2937,0.6175,0.1893,_1.083,_0.7929,_0.6279,_1.577,_0.4592,_1.037,_0.493,_0.4582
2.054,0.0444,0.2121,_0.132255555555556,_0.4591,_0.9037,_1.045,_0.0124,0.1916,0.4741,_1.664,_0.4929,_0.7971,_0.7925,0.2733,0.1122,_1.47,0.9733,_0.6117,_0.0653,_0.3708,0.551,0.3231,_1.298,_0.7991,_0.6227,_1.561,_0.2816,_0.9847,_0.5295,_0.4528
_0.3284,0.2904,_0.1273,0.1182,_0.1128,_0.6873,_0.9844,_0.5801,_0.4807,0.3991,_2.293,_0.7772,_2.047,_0.8068,0.0099,1.073,_1.621,1.803,_0.4124,1.46,1.295,1.476,_0.6784,_0.7239,_1.252,_0.8865,_2.302,_2.697,_1.25,_0.1354,_0.1631
1.387,_0.5302,_0.9864,_0.404785714285714,_0.3254,_1.74,_0.614,_0.9245,_0.3904,0.0253,_0.4197,_0.53,_1.22902222222222,_0.77516,0.0049,0.2153,_2.184,1.618,2.327,0.1177,_0.3586,0.834,_0.8002,_0.60191,_2.363,_1.10792,_1.251,_0.4911,_2.132,_3.977,_0.317
0.3776,_0.398,_1.414,_1.189,_1.372,_0.3717,_1.196,_1.209,_0.4324,_0.7882,1.234,0.7884,_0.47333,_0.3376,0.5149,_0.3772,_0.3383,0.0709,1.01171,_0.0202,_0.6082,_0.2164,_0.1587,_0.6043,_1.098,_1.023,_0.2566,_0.8071,_1.031,_1.476,_0.7478
0.1268,_2.296,_1.771,_1.191,_0.8374,_1.169,_1.204,_0.3246,_0.1496,_0.6339,0.2853,_0.3077,_0.0529,_0.0226,0.1173,_0.4575,_0.6948,1.293,0.1274,0.9361,0.5237,1.404,_0.7952,0.5001,_1.177,_0.6636,_0.5529,_0.4061,_0.4794,_1.116,_0.8341
_0.6777,_0.3649,_0.3203,_0.2074,_0.1806,_0.2557,_0.1721,_0.6358,_1.401,_0.7645,_0.7818,_1.296,_0.5118,_1.024,_0.1432,_0.2932,_0.01683,1.071,2.268,0.7407,0.2,0.5097,_0.3287,_0.2633,_0.1805,_0.084,_0.3965,_0.6805,_1.028,_0.4007,_0.4175
_1.527,_2.222,_4.922,_1.78,_1.555,_0.8119,_1.934,_2.797,_1.501,_2.064,_1.791,_2.67,_2.215,0.4263,0.7994,_1.774,_0.9145,0.3399,4.296,_0.3519,_0.3729,0.2752,0.4487,1.135,1.094,0.5964,1.568,_1.664,_0.5644,0.254,_1.307
_0.7202,_1.11,_2.604,0.5182,_0.7386,_1.417,_1.41,_1.897,_2.537,_1.341,0.5684,_2.769,_0.3038,_0.6853,_0.5596,0.0476,_1.318,2.233,2.629,_0.8643,_0.1343,2.293,1.349,_1.668,_0.2241,_2.294,_1.004,_1.622,_2.462,0.3828,_0.8767
_0.5127,_0.0721,_0.4277,_0.4652,_0.4399,_1.17,_1.235,_1.562,1.364,0.8439,_0.0851,_1.26,_2.078,_1.625,_0.604,0.4878,0.4935,2.047,_1.269,_0.7269,0.4878,_0.0859,_0.3371,_0.8822,_2.398,_0.4533,_1.01,_1.456,_1.39491,_0.896,_0.9161
_0.1807,_2.61,_1.31194,_0.529,_0.843455555555556,_0.5332,_3.846,_0.0126,_2.13,_1.293,0.3351,_0.484,_1.55851111111111,_3.02,_1.445,_0.5461,_0.7799,0.0403,1.24478888888889,1.334,1.579,_0.2931,2.437,1.407,_2.487,_3.454,_0.6696,_2.355,_0.6371,1.306,0.4115
_0.2189,_0.5094,2.022,_0.6116,_0.1882,_2.108,_1.224,_0.4635,_0.7712,_1.606,0.1572,_0.7256,_2.386,_2.37,_1.189,_0.9937,_0.5736,_0.4401,_0.4348,0.4061,1.22,_0.7023,2.124,1.057,_2.54,_2.882,_0.4935,_0.5671,_0.9585,1.117,0.2207
_0.6532,_1.024,_1.7,_1.347,_1.363,_0.3081,_1.106,_0.5167,_1.053,_1.553,_0.8284,_1.149,_0.8025,_1.127,_1.064,_0.2993,_0.3015,0.0036,_0.1869,1.261,1.388,_0.0253,3.311,2.15,_2.133,_1.321,_0.6734,_0.4098,_0.0421,1.234,0.4444
_0.8028,_0.8969,_2.366,_2.522,_0.652211111111111,_0.7555,_1.532,_0.4804,_0.52142,_0.7906,_0.9735,_2.226,_1.31607,_3.784,2.285,_0.9526,_0.66649,0.331,2.027,_1.467,_0.5609,_0.0549555555555556,1.055,0.9922,_1.867,_2.266,0.5604,_2.11,_0.8072,_0.40025,1.11
_0.3735,_0.276,_1.06,0.3116,0.3276,0.2759,_0.7604,0.2102,0.278,_0.6858,_0.2976,_0.273,_1.873,_1.758,0.6915,0.2291,_0.3469,0.4606,1.481,0.0148,0.0277,0.238,2.313,0.3649,_0.5703,_0.6739,_0.1183,_0.6291,_0.9755,0.1874,_0.4161
_0.8177,_0.725,_1.71,_0.4208,_0.3745,_0.2597,_0.9887,0.3385,_0.2811,_1.357,_1.021,0.1874,_2.595,_3.193,0.6654,0.8433,_0.9204,1.258,1.725,0.8006,0.3065,0.5377,1.872,0.6216,_0.8225,_1.266,_0.5178,_2.035,_1.906,0.1867,_0.6265
_0.2796,_1.112,_1.835,_1.55,_0.658766666666667,_1.08,_1.495,0.0904,0.2973,_1.376,_1.236,_0.5353,_1.64792222222222,_3.642,0.7599,0.9368,_1.028,0.2683,0.519522222222222,0.9011,1.079,0.1918,2.642,1.117,_0.35666,_1.469,_0.5336,_1.961,_1.528,0.601,0.305
_0.0845,_1.119,_2.075,_1.074,_0.76036,_1.042,_1.618,_0.1713,_0.2359,_1.428,_1.224,_0.3879,_1.29235,_2.985,0.6649,0.8761,_1.104,1.046,0.77373,1.159,0.77,0.4257,2.239,0.8494,_0.7548,_1.291,_0.2739,_1.786,_1.191,2.125,0.0462
_0.7562,_0.2818,_1.087,1.579,0.106211111111111,0.7112,_0.0214,1.028,_0.0147,_0.3613,_0.6096,0.9015,_1.42987777777778,_2.735,1.587,0.691,_0.5018,1.858,0.919622222222222,_0.3845,_0.0575,0.6673,_0.10467,0.2975,_1.206,_1.606,_0.5482,_1.857,_1.382,_0.1637,_0.983
_0.5186,_1.277,_0.27904,_0.3189,_0.5654,_0.5824,_0.67604,_1.373,_1.23,_0.0923,_0.614814285714286,_0.31848,_1.761,_0.9371,_0.0867,_0.3213,_0.6341,0.7253,0.4542,_0.2494,0.47655,0.855,_1.325,_0.3569,_0.4118625,_0.4622,2.927,_1.12,_1.2161,_0.3752,_0.274
_0.8145,_1.695,_1.108,0.3406,_0.6639,_1.002,_1.265,_1.588,_0.9568,_0.3414,0.3065,_0.6859,_2.249,_2.881,_0.2479,_0.5806,_1.646,2.166,1.611,_0.4611,_0.1856,0.3494,_1.83,_0.2393,_1.452,1.512,2.471,_1.141,_1.718,_0.1212,_1.037
_0.9548,_0.6233,_0.6279,_0.1036,_1.04,_0.8829,_0.2741,_0.7601,_4.878,_0.7051,_1.356,_1.774,_4.085,_0.5394,0.3783,_0.0163,0.2766,1.232,2.126,0.0749,0.514233333333333,2.288,_0.0714,_0.319,_0.802,0.3673,0.2962,_0.328,_0.72198,_0.7926,_0.3472
1.495,_2.427,_2.178,1.959,_0.6086,0.1016,_0.2892,0.5054,0.1439,_0.6892,_0.9221,_0.9783,_1.658,_0.6842,1.169,_0.4186,_1.935,1.49,_0.8633,0.5689,0.2096,1.255,_0.8461,0.257,_0.9275,_0.0565,0.3746,0.6403,_0.3194,_0.9955,_0.824
1.496,_2.444,_2.095,1.039,_0.121311111111111,0.0114,0.2587,0.5006,_0.1705,_1.288,_1.33,_1.432,_1.0617,_1.738,0.571,_0.4076,_2.06,2.146,0.58715,0.54,0.5607,1.016,_0.44931,_0.1658,_0.8885,0.1383,_0.2874,0.5575,0.1266,_1.464,_1.536
0.418,_2.147,_1.645,1.22,_1.423,_0.0409,_0.1863,0.5216,0.1482,_0.9983,_1.115,_0.9624,_1.483,_0.9681,0.0347,_0.3967,_1.758,1.66,0.0653,_0.6097,_0.588,1.314,_0.5793,0.1054,_0.8288,0.0968,_0.1361,0.4836,0.5681,_1.656,_1.318
_0.7505,_0.8481,_1.935,_0.1496,_1.255,0.0782,_1.515,_1.417,_2.439,_0.753,_0.1821,_1.633,_2.372,_2.107,0.7557,_0.3172,_0.3554,0.7526,_0.2914,_0.3414,_0.9792,0.11152,_0.2007,1.288,1.766,_0.0459,1.09,1.168,0.8338,0.285533333333333,_0.8523
_1.101,_0.82206,_1.29,_0.2918,_0.6671,_1.536,_1.044,0.0102,0.4762,0.5195,0.5962,_0.5083,_2.455,_1.477,_0.3691,0.5653,_0.0519,1.92,_0.9929,0.0018,_0.2273,_0.6956,1.478,_0.2243,_1.901,_0.5108,_0.7805,0.5709,_0.7927,0.2646,1.131
_0.1247,_0.4978,0.2915,_0.3538,_0.4382,_0.1326,_0.2738,_0.7162,_1.023,_0.4826,_1.24,_0.1743,_0.2891,1.404,0.5836,_0.119,0.9002,0.5053,_0.0049,0.5135,0.2403,0.5189,_0.2458,_0.17442,_0.3064,_0.8507,_0.1189,0.0928,_1.115,0.4088,0.5044
0.1864,_0.2435,0.3392,_0.1929,_0.0045,_0.1845,0.0214,_0.6343,_1.193,_1.404,_1.318,_0.2212,0.3221,0.62,0.7282,_0.1621,0.5433,1.423,_0.8455,0.728,0.3065,0.4489,_0.6176,0.0757,_1.259,_0.2146,_0.8032,0.1249,_1.302,0.1686,0.3272
0.2881,_0.5455,_0.1489,_0.1661,_0.6879,_0.6481,_0.9351,_0.9566,_2.09,_1.114,_1.538,_0.1912,_0.9627,0.307,0.6709,_0.234,0.7776,1.029,_0.6498,0.6725,_0.0288,_0.1639,_1.863,0.6273,_1.093,_1.142,0.0164,_0.1743,_0.8518,0.0259,_0.0853
_1.474,_2.687,_0.79877,_0.143125,_0.6438625,_1.787,_0.42643,_0.1945,_3.134,_1.145,0.7163,_0.9132,1.068,_0.2058,1.646,_0.7996,0.1544,_0.0814,_0.40655,0.3394,0.854,_0.3717,_1.072,_0.0662,0.8361,_1.001,0.1884,_0.36444,_0.4145,_0.0721,_0.5655
_1.285,_3.408,_0.95701,_2.508,_0.72555,_1.665,_1.336,_2.544,_1.628,_1.452,_3.267,_2.575,_1.99,_2.503,1.531,2.72,_2.631,1.524,_0.0745,_0.3562,_1.017,_0.9366,2.709,1.36,_0.2237,3.015,2.731,2.755,_0.2774,1.943,1.267
_1.187,_1.068,_1.768,_0.6434,_0.8323,_1.124,_0.9818,_0.74213,1.732,_1.567,_1.582,_1.761,_1.17274285714286,_2.286,0.3683,_0.0093,_1.506,1.284,0.7765625,0.0145,1.561,_0.3556,1.008,0.7837,_0.8162,_0.7327,0.451,_0.05823,1.206,1.584,0.9215
_1.892,_2.248,_2.486,_0.5585,_2.131,_3.434,_2.763,_1.528,2.219,_2.267,_2.521,_2.208,_2.248,_2.485,0.7485,1.673,_2.335,1.974,0.6112,1.468,2.136,_0.2914,1.706,0.5815,_1.167,_0.2516,1.045,0.8381,0.7695,1.608,1.04
1.191,_2.665,_2.422,_0.0765,_0.77689,_1.09694,_1.98,_0.756955555555556,_0.8626,_2.038,_3.18,_2.531,_1.18443333333333,_3.722,0.5995,0.9975,_1.812,3.672,3.191,0.36702,_0.0645,_2.274,0.02913,1.69,_2.514,0.8603,0.42198,0.0977,1.288,0.5257,_0.1757
1.363,0.4573,0.4757,0.1188,_0.3968,_0.8878,_0.4849,_0.9446,_0.5669,_0.5824,_0.37262,_1.491,_0.85,_0.2865,_0.0365,0.4896,_2.535,0.9555,0.8396,0.5569,0.17543,_0.3582,0.045,0.2823,_0.1058,1.004,0.3689,0.4562,_0.3018,0.5517,0.9604
0.8795,_0.1117,_1.146,0.0634,_0.2339,_1.587,_1.577,_1.051,0.2968,_0.6822,_1.956,_2.406,_0.462,_0.8477,_0.4569,0.5976,_2.107,1.595,_0.5112,_0.6858,1.763,0.3681,1.326,_0.486,_0.5653,_0.21904,0.2052,_0.176,_0.4769,1.288,0.8918
0.9362,_0.0782,_0.2652,0.0684,0.173,_2.467,_1.782,_1.192,0.2155,_0.8504,_2.305,_2.864,_0.393,_0.6724,_0.4947,0.4562,_2.863,1.382,_0.4935,0.8224,1.758,0.3657,1.236,_0.4668,_0.1554,0.4353,0.359,_0.0316,_0.4753,1.265,1.171
